State,County,Candidate,party,total_votes_candidate,won,total_votes_county,percent
Delaware,Kent County,Joe Biden,DEM,44552,TRUE,87025,100
Delaware,New Castle County,Joe Biden,DEM,195034,TRUE,287633,100
Delaware,Sussex County,Donald Trump,REP,71230,TRUE,129352,100
District of Columbia,District of Columbia,Joe Biden,DEM,39041,TRUE,41681,100
District of Columbia,Ward 2,Joe Biden,DEM,29078,TRUE,32881,100
District of Columbia,Ward 3,Joe Biden,DEM,39397,TRUE,44231,100
District of Columbia,Ward 4,Joe Biden,DEM,42489,TRUE,45296,100
District of Columbia,Ward 5,Joe Biden,DEM,43320,TRUE,46107,100
District of Columbia,Ward 6,Joe Biden,DEM,56719,TRUE,62918,100
District of Columbia,Ward 7,Joe Biden,DEM,36382,TRUE,38384,100
District of Columbia,Ward 8,Joe Biden,DEM,30897,TRUE,32858,100
Florida,Alachua County,Joe Biden,DEM,89704,TRUE,142604,100
Florida,Baker County,Donald Trump,REP,11911,TRUE,14059,100
Florida,Bay County,Donald Trump,REP,66097,TRUE,93024,100
Florida,Bradford County,Donald Trump,REP,10334,TRUE,13632,100
Florida,Brevard County,Donald Trump,REP,207883,TRUE,360764,100
Florida,Broward County,Joe Biden,DEM,618752,TRUE,957672,100
Florida,Calhoun County,Donald Trump,REP,5274,TRUE,6526,100
Florida,Charlotte County,Donald Trump,REP,73243,TRUE,116340,100
Florida,Citrus County,Donald Trump,REP,65352,TRUE,93208,100
Florida,Clay County,Donald Trump,REP,84480,TRUE,124405,100
Florida,Collier County,Donald Trump,REP,128950,TRUE,207818,100
Florida,Columbia County,Donald Trump,REP,23836,TRUE,33042,100
Florida,DeSoto County,Donald Trump,REP,8313,TRUE,12659,100
Florida,Dixie County,Donald Trump,REP,6759,TRUE,8167,100
Florida,Duval County,Joe Biden,DEM,252556,TRUE,492820,100
Florida,Escambia County,Donald Trump,REP,96674,TRUE,170372,100
Florida,Flagler County,Donald Trump,REP,43043,TRUE,71716,100
Florida,Franklin County,Donald Trump,REP,4675,TRUE,6849,100
Florida,Gadsden County,Joe Biden,DEM,16153,TRUE,23762,100
Florida,Gilchrist County,Donald Trump,REP,7895,TRUE,9685,100
Florida,Glades County,Donald Trump,REP,3782,TRUE,5193,100
Florida,Gulf County,Donald Trump,REP,6113,TRUE,8163,100
Florida,Hamilton County,Donald Trump,REP,3815,TRUE,5830,100
Florida,Hardee County,Donald Trump,REP,6122,TRUE,8485,100
Florida,Hendry County,Donald Trump,REP,7906,TRUE,12940,100
Florida,Hernando County,Donald Trump,REP,70412,TRUE,108922,100
Florida,Highlands County,Donald Trump,REP,34873,TRUE,52170,100
Florida,Hillsborough County,Joe Biden,DEM,376367,TRUE,712063,100
Florida,Holmes County,Donald Trump,REP,8080,TRUE,9068,100
Florida,Indian River County,Donald Trump,REP,58872,TRUE,97484,100
Florida,Jackson County,Donald Trump,REP,15488,TRUE,22419,100
Florida,Jefferson County,Donald Trump,REP,4479,TRUE,8451,100
Florida,Lafayette County,Donald Trump,REP,3128,TRUE,3658,100
Florida,Lake County,Donald Trump,REP,125859,TRUE,211314,100
Florida,Lee County,Donald Trump,REP,233247,TRUE,393899,100
Florida,Leon County,Joe Biden,DEM,103517,TRUE,162929,100
Florida,Levy County,Donald Trump,REP,16749,TRUE,23145,100
Florida,Liberty County,Donald Trump,REP,2846,TRUE,3561,100
Florida,Madison County,Donald Trump,REP,5576,TRUE,9380,100
Florida,Manatee County,Donald Trump,REP,124987,TRUE,216958,100
Florida,Marion County,Donald Trump,REP,127826,TRUE,204376,100
Florida,Martin County,Donald Trump,REP,61168,TRUE,98726,100
Florida,Miami-Dade County,Joe Biden,DEM,617864,TRUE,1156816,100
Florida,Monroe County,Donald Trump,REP,25693,TRUE,48029,100
Florida,Nassau County,Donald Trump,REP,42566,TRUE,58811,100
Florida,Okaloosa County,Donald Trump,REP,79798,TRUE,116373,100
Florida,Okeechobee County,Donald Trump,REP,11470,TRUE,15954,100
Florida,Orange County,Joe Biden,DEM,395014,TRUE,647403,100
Florida,Osceola County,Joe Biden,DEM,97297,TRUE,172436,100
Florida,Palm Beach County,Joe Biden,DEM,433572,TRUE,773158,100
Florida,Pasco County,Donald Trump,REP,179621,TRUE,301970,100
Florida,Pinellas County,Joe Biden,DEM,277450,TRUE,559715,100
Florida,Polk County,Donald Trump,REP,194586,TRUE,343256,100
Florida,Putnam County,Donald Trump,REP,25514,TRUE,36373,100
Florida,St. Johns County,Donald Trump,REP,110946,TRUE,176622,100
Florida,St. Lucie County,Donald Trump,REP,86831,TRUE,172169,100
Florida,Santa Rosa County,Donald Trump,REP,77385,TRUE,106928,100
Florida,Sarasota County,Donald Trump,REP,148370,TRUE,270575,100
Florida,Seminole County,Joe Biden,DEM,132528,TRUE,260815,100
Florida,Sumter County,Donald Trump,REP,62761,TRUE,92485,100
Florida,Suwannee County,Donald Trump,REP,16410,TRUE,21057,100
Florida,Taylor County,Donald Trump,REP,7751,TRUE,10127,100
Florida,Union County,Donald Trump,REP,5133,TRUE,6245,100
Florida,Volusia County,Donald Trump,REP,173821,TRUE,307439,100
Florida,Wakulla County,Donald Trump,REP,12874,TRUE,18404,100
Florida,Walton County,Donald Trump,REP,32947,TRUE,43711,100
Florida,Washington County,Donald Trump,REP,9876,TRUE,12327,100
Georgia,Appling County,Donald Trump,REP,6570,TRUE,8390,100
Georgia,Atkinson County,Donald Trump,REP,2300,TRUE,3155,100
Georgia,Bacon County,Donald Trump,REP,4017,TRUE,4667,100
Georgia,Baker County,Donald Trump,REP,897,TRUE,14059,100
Georgia,Baldwin County,Joe Biden,DEM,9140,TRUE,18251,100
Georgia,Banks County,Donald Trump,REP,7795,TRUE,8801,100
Georgia,Barrow County,Donald Trump,REP,26804,TRUE,37921,100
Georgia,Bartow County,Donald Trump,REP,37672,TRUE,50464,100
Georgia,Ben Hill County,Donald Trump,REP,4111,TRUE,6564,100
Georgia,Berrien County,Donald Trump,REP,6419,TRUE,7743,100
Georgia,Bibb County,Joe Biden,DEM,43408,TRUE,70714,100
Georgia,Bleckley County,Donald Trump,REP,4329,TRUE,5708,100
Georgia,Brantley County,Donald Trump,REP,6993,TRUE,7749,100
Georgia,Brooks County,Donald Trump,REP,4261,TRUE,7101,100
Georgia,Bryan County,Donald Trump,REP,14240,TRUE,21335,100
Georgia,Bulloch County,Donald Trump,REP,18387,TRUE,30090,100
Georgia,Burke County,Donald Trump,REP,5400,TRUE,10683,100
Georgia,Butts County,Donald Trump,REP,8406,TRUE,11771,100
Georgia,Calhoun County,Joe Biden,DEM,1263,TRUE,6526,100
Georgia,Camden County,Donald Trump,REP,15249,TRUE,23686,100
Georgia,Candler County,Donald Trump,REP,3133,TRUE,4431,100
Georgia,Carroll County,Donald Trump,REP,37476,TRUE,54472,100
Georgia,Catoosa County,Donald Trump,REP,25167,TRUE,32593,100
Georgia,Charlton County,Donald Trump,REP,3419,TRUE,4568,100
Georgia,Chatham County,Joe Biden,DEM,78247,TRUE,133408,100
Georgia,Chattahoochee County,Donald Trump,REP,880,TRUE,1582,100
Georgia,Chattooga County,Donald Trump,REP,8064,TRUE,10050,100
Georgia,Cherokee County,Donald Trump,REP,99585,TRUE,144815,100
Georgia,Clarke County,Joe Biden,DEM,36055,TRUE,51346,100
Georgia,Clay County,Joe Biden,DEM,791,TRUE,124405,100
Georgia,Clayton County,Joe Biden,DEM,95466,TRUE,112330,100
Georgia,Clinch County,Donald Trump,REP,2105,TRUE,2861,100
Georgia,Cobb County,Joe Biden,DEM,221847,TRUE,393728,100
Georgia,Coffee County,Donald Trump,REP,10578,TRUE,15214,100
Georgia,Colquitt County,Donald Trump,REP,11777,TRUE,16086,100
Georgia,Columbia County,Donald Trump,REP,50013,TRUE,33042,100
Georgia,Cook County,Donald Trump,REP,4900,TRUE,7035,100
Georgia,Coweta County,Donald Trump,REP,51501,TRUE,76799,100
Georgia,Crawford County,Donald Trump,REP,4428,TRUE,6102,100
Georgia,Crisp County,Donald Trump,REP,4985,TRUE,8033,100
Georgia,Dade County,Donald Trump,REP,6066,TRUE,7434,100
Georgia,Dawson County,Donald Trump,REP,13398,TRUE,16081,100
Georgia,Decatur County,Donald Trump,REP,6755,TRUE,11625,100
Georgia,DeKalb County,Joe Biden,DEM,308162,TRUE,370746,100
Georgia,Dodge County,Donald Trump,REP,5843,TRUE,8071,100
Georgia,Dooly County,Donald Trump,REP,2159,TRUE,4105,100
Georgia,Dougherty County,Joe Biden,DEM,24568,TRUE,35287,100
Georgia,Douglas County,Joe Biden,DEM,42814,TRUE,69106,100
Georgia,Early County,Donald Trump,REP,2710,TRUE,5188,100
Georgia,Echols County,Donald Trump,REP,1256,TRUE,1441,100
Georgia,Effingham County,Donald Trump,REP,23361,TRUE,31571,100
Georgia,Elbert County,Donald Trump,REP,6226,TRUE,9171,100
Georgia,Emanuel County,Donald Trump,REP,6553,TRUE,9505,100
Georgia,Evans County,Donald Trump,REP,2888,TRUE,4247,100
Georgia,Fannin County,Donald Trump,REP,12169,TRUE,14849,100
Georgia,Fayette County,Donald Trump,REP,37956,TRUE,71994,100
Georgia,Floyd County,Donald Trump,REP,28906,TRUE,41341,100
Georgia,Forsyth County,Donald Trump,REP,85123,TRUE,129311,100
Georgia,Franklin County,Donald Trump,REP,9069,TRUE,6849,100
Georgia,Fulton County,Joe Biden,DEM,380212,TRUE,523779,100
Georgia,Gilmer County,Donald Trump,REP,13429,TRUE,16525,100
Georgia,Glascock County,Donald Trump,REP,1402,TRUE,1565,100
Georgia,Glynn County,Donald Trump,REP,25617,TRUE,41988,100
Georgia,Gordon County,Donald Trump,REP,19405,TRUE,24033,100
Georgia,Grady County,Donald Trump,REP,7034,TRUE,10707,100
Georgia,Greene County,Donald Trump,REP,7066,TRUE,11244,100
Georgia,Gwinnett County,Joe Biden,DEM,241994,TRUE,414023,100
Georgia,Habersham County,Donald Trump,REP,16637,TRUE,20431,100
Georgia,Hall County,Donald Trump,REP,64183,TRUE,90537,100
Georgia,Hancock County,Joe Biden,DEM,2976,TRUE,4153,100
Georgia,Haralson County,Donald Trump,REP,12330,TRUE,14246,100
Georgia,Harris County,Donald Trump,REP,14319,TRUE,19991,100
Georgia,Hart County,Donald Trump,REP,9465,TRUE,12728,100
Georgia,Heard County,Donald Trump,REP,4519,TRUE,5394,100
Georgia,Henry County,Joe Biden,DEM,73443,TRUE,122998,100
Georgia,Houston County,Donald Trump,REP,41540,TRUE,74838,100
Georgia,Irwin County,Donald Trump,REP,3134,TRUE,4168,100
Georgia,Jackson County,Donald Trump,REP,29502,TRUE,22419,100
Georgia,Jasper County,Donald Trump,REP,5822,TRUE,7644,100
Georgia,Jeff Davis County,Donald Trump,REP,4695,TRUE,5771,100
Georgia,Jefferson County,Joe Biden,DEM,4058,TRUE,8451,100
Georgia,Jenkins County,Donald Trump,REP,2161,TRUE,3455,100
Georgia,Johnson County,Donald Trump,REP,2850,TRUE,4100,100
Georgia,Jones County,Donald Trump,REP,9940,TRUE,14934,100
Georgia,Lamar County,Donald Trump,REP,6331,TRUE,9045,100
Georgia,Lanier County,Donald Trump,REP,2509,TRUE,3576,100
Georgia,Laurens County,Donald Trump,REP,14493,TRUE,22731,100
Georgia,Lee County,Donald Trump,REP,12007,TRUE,393899,100
Georgia,Liberty County,Joe Biden,DEM,13104,TRUE,3561,100
Georgia,Lincoln County,Donald Trump,REP,3173,TRUE,4641,100
Georgia,Long County,Donald Trump,REP,3527,TRUE,5657,100
Georgia,Lowndes County,Donald Trump,REP,25692,TRUE,46355,100
Georgia,Lumpkin County,Donald Trump,REP,12163,TRUE,15531,100
Georgia,McDuffie County,Donald Trump,REP,6169,TRUE,10455,100
Georgia,McIntosh County,Donald Trump,REP,4016,TRUE,6696,100
Georgia,Macon County,Joe Biden,DEM,2858,TRUE,4663,100
Georgia,Madison County,Donald Trump,REP,11326,TRUE,9380,100
Georgia,Marion County,Donald Trump,REP,2275,TRUE,204376,100
Georgia,Meriwether County,Donald Trump,REP,6524,TRUE,10877,100
Georgia,Miller County,Donald Trump,REP,2066,TRUE,2834,100
Georgia,Mitchell County,Donald Trump,REP,4935,TRUE,8962,100
Georgia,Monroe County,Donald Trump,REP,11057,TRUE,48029,100
Georgia,Montgomery County,Donald Trump,REP,2960,TRUE,3967,100
Georgia,Morgan County,Donald Trump,REP,8231,TRUE,11706,100
Georgia,Murray County,Donald Trump,REP,12944,TRUE,15389,100
Georgia,Muscogee County,Joe Biden,DEM,49446,TRUE,80514,100
Georgia,Newton County,Joe Biden,DEM,29789,TRUE,54234,100
Georgia,Oconee County,Donald Trump,REP,16595,TRUE,25168,100
Georgia,Oglethorpe County,Donald Trump,REP,5592,TRUE,8133,100
Georgia,Paulding County,Donald Trump,REP,54517,TRUE,85372,100
Georgia,Peach County,Donald Trump,REP,6506,TRUE,12553,100
Georgia,Pickens County,Donald Trump,REP,14110,TRUE,17167,100
Georgia,Pierce County,Donald Trump,REP,7898,TRUE,9047,100
Georgia,Pike County,Donald Trump,REP,9127,TRUE,10720,100
Georgia,Polk County,Donald Trump,REP,13587,TRUE,343256,100
Georgia,Pulaski County,Donald Trump,REP,2815,TRUE,4081,100
Georgia,Putnam County,Donald Trump,REP,8291,TRUE,36373,100
Georgia,Quitman County,Donald Trump,REP,604,TRUE,1106,100
Georgia,Rabun County,Donald Trump,REP,7474,TRUE,9568,100
Georgia,Randolph County,Joe Biden,DEM,1671,TRUE,3073,100
Georgia,Richmond County,Joe Biden,DEM,59119,TRUE,87009,100
Georgia,Rockdale County,Joe Biden,DEM,31237,TRUE,44681,100
Georgia,Schley County,Donald Trump,REP,1800,TRUE,2275,100
Georgia,Screven County,Donald Trump,REP,3915,TRUE,6627,100
Georgia,Seminole County,Donald Trump,REP,2613,TRUE,260815,100
Georgia,Spalding County,Donald Trump,REP,18104,TRUE,30211,100
Georgia,Stephens County,Donald Trump,REP,9367,TRUE,11885,100
Georgia,Stewart County,Joe Biden,DEM,1182,TRUE,1990,100
Georgia,Sumter County,Joe Biden,DEM,6314,TRUE,92485,100
Georgia,Talbot County,Joe Biden,DEM,2114,TRUE,3522,100
Georgia,Taliaferro County,Joe Biden,DEM,561,TRUE,928,100
Georgia,Tattnall County,Donald Trump,REP,6054,TRUE,8185,100
Georgia,Taylor County,Donald Trump,REP,2420,TRUE,10127,100
Georgia,Telfair County,Donald Trump,REP,2825,TRUE,4334,100
Georgia,Terrell County,Joe Biden,DEM,2376,TRUE,4416,100
Georgia,Thomas County,Donald Trump,REP,12969,TRUE,21872,100
Georgia,Tift County,Donald Trump,REP,10784,TRUE,16279,100
Georgia,Toombs County,Donald Trump,REP,7873,TRUE,10914,100
Georgia,Towns County,Donald Trump,REP,6384,TRUE,7979,100
Georgia,Treutlen County,Donald Trump,REP,2101,TRUE,3077,100
Georgia,Troup County,Donald Trump,REP,18142,TRUE,30047,100
Georgia,Turner County,Donald Trump,REP,2349,TRUE,3791,100
Georgia,Twiggs County,Donald Trump,REP,2370,TRUE,4444,100
Georgia,Union County,Donald Trump,REP,12650,TRUE,6245,100
Georgia,Upson County,Donald Trump,REP,8606,TRUE,12905,100
Georgia,Walker County,Donald Trump,REP,23173,TRUE,29354,100
Georgia,Walton County,Donald Trump,REP,37839,TRUE,43711,100
Georgia,Ware County,Donald Trump,REP,9903,TRUE,14189,100
Georgia,Warren County,Joe Biden,DEM,1468,TRUE,2650,100
Georgia,Washington County,Joe Biden,DEM,4743,TRUE,12327,100
Georgia,Wayne County,Donald Trump,REP,9987,TRUE,12779,100
Georgia,Webster County,Donald Trump,REP,748,TRUE,1391,100
Georgia,Wheeler County,Donald Trump,REP,1583,TRUE,2285,100
Georgia,White County,Donald Trump,REP,12222,TRUE,14816,100
Georgia,Whitfield County,Donald Trump,REP,25644,TRUE,36766,100
Georgia,Wilcox County,Donald Trump,REP,2402,TRUE,3279,100
Georgia,Wilkes County,Donald Trump,REP,2823,TRUE,5030,100
Georgia,Wilkinson County,Donald Trump,REP,2665,TRUE,4770,100
Georgia,Worth County,Donald Trump,REP,6830,TRUE,9285,100
Hawaii,Hawaii County,Joe Biden,DEM,58731,TRUE,87814,100
Hawaii,Honolulu County,Joe Biden,DEM,238869,TRUE,382114,100
Hawaii,Kauai County,Joe Biden,DEM,21225,TRUE,33497,100
Hawaii,Maui County,Joe Biden,DEM,47305,TRUE,71044,100
Idaho,Ada County,Donald Trump,REP,130699,TRUE,259389,100
Idaho,Adams County,Donald Trump,REP,1941,TRUE,2586,100
Idaho,Bannock County,Donald Trump,REP,23331,TRUE,39553,100
Idaho,Bear Lake County,Donald Trump,REP,2914,TRUE,3315,100
Idaho,Benewah County,Donald Trump,REP,3878,TRUE,4973,100
Idaho,Bingham County,Donald Trump,REP,15295,TRUE,20094,100
Idaho,Blaine County,Joe Biden,DEM,8919,TRUE,13289,100
Idaho,Boise County,Donald Trump,REP,3485,TRUE,4820,100
Idaho,Bonner County,Donald Trump,REP,18369,TRUE,27352,100
Idaho,Bonneville County,Donald Trump,REP,37805,TRUE,53995,100
Idaho,Boundary County,Donald Trump,REP,4937,TRUE,6313,100
Idaho,Butte County,Donald Trump,REP,1202,TRUE,1415,100
Idaho,Camas County,Donald Trump,REP,507,TRUE,754,100
Idaho,Canyon County,Donald Trump,REP,61759,TRUE,90438,100
Idaho,Caribou County,Donald Trump,REP,2906,TRUE,3416,100
Idaho,Cassia County,Donald Trump,REP,7907,TRUE,9629,100
Idaho,Clark County,Donald Trump,REP,264,TRUE,311,100
Idaho,Clearwater County,Donald Trump,REP,3453,TRUE,4419,100
Idaho,Custer County,Donald Trump,REP,2089,TRUE,2739,100
Idaho,Elmore County,Donald Trump,REP,7246,TRUE,10205,100
Idaho,Franklin County,Donald Trump,REP,5845,TRUE,6849,100
Idaho,Fremont County,Donald Trump,REP,5548,TRUE,6719,100
Idaho,Gem County,Donald Trump,REP,7951,TRUE,9958,100
Idaho,Gooding County,Donald Trump,REP,4659,TRUE,6050,100
Idaho,Idaho County,Donald Trump,REP,7826,TRUE,9602,100
Idaho,Jefferson County,Donald Trump,REP,12099,TRUE,8451,100
Idaho,Jerome County,Donald Trump,REP,5734,TRUE,7812,100
Idaho,Kootenai County,Donald Trump,REP,62837,TRUE,89878,100
Idaho,Latah County,Joe Biden,DEM,10236,TRUE,20570,100
Idaho,Lemhi County,Donald Trump,REP,3592,TRUE,4738,100
Idaho,Lewis County,Donald Trump,REP,1489,TRUE,1870,100
Idaho,Lincoln County,Donald Trump,REP,1469,TRUE,4641,100
Idaho,Madison County,Donald Trump,REP,13559,TRUE,9380,100
Idaho,Minidoka County,Donald Trump,REP,6265,TRUE,7993,100
Idaho,Nez Perce County,Donald Trump,REP,13738,TRUE,20967,100
Idaho,Oneida County,Donald Trump,REP,2148,TRUE,2451,100
Idaho,Owyhee County,Donald Trump,REP,3819,TRUE,4742,100
Idaho,Payette County,Donald Trump,REP,8862,TRUE,11293,100
Idaho,Power County,Donald Trump,REP,2116,TRUE,3086,100
Idaho,Shoshone County,Donald Trump,REP,4216,TRUE,6049,100
Idaho,Teton County,Joe Biden,DEM,3318,TRUE,6347,100
Idaho,Twin Falls County,Donald Trump,REP,25897,TRUE,36680,100
Idaho,Valley County,Donald Trump,REP,3947,TRUE,7063,100
Idaho,Washington County,Donald Trump,REP,4154,TRUE,12327,100
Illinois,Adams County,Donald Trump,REP,24220,TRUE,2586,100
Illinois,Alexander County,Donald Trump,REP,1486,TRUE,2618,87
Illinois,Bond County,Donald Trump,REP,5625,TRUE,8144,99
Illinois,Boone County,Donald Trump,REP,13883,TRUE,24979,95
Illinois,Brown County,Donald Trump,REP,1931,TRUE,2525,95
Illinois,Bureau County,Donald Trump,REP,10411,TRUE,17434,95
Illinois,Calhoun County,Donald Trump,REP,2046,TRUE,6526,100
Illinois,Carroll County,Donald Trump,REP,5105,TRUE,54472,100
Illinois,Cass County,Donald Trump,REP,3625,TRUE,5326,95
Illinois,Champaign County,Joe Biden,DEM,57067,TRUE,95568,94
Illinois,Christian County,Donald Trump,REP,11563,TRUE,16204,95
Illinois,Clark County,Donald Trump,REP,6226,TRUE,311,100
Illinois,Clay County,Donald Trump,REP,5629,TRUE,124405,100
Illinois,Clinton County,Donald Trump,REP,14304,TRUE,19214,95
Illinois,Coles County,Donald Trump,REP,14037,TRUE,22606,95
Illinois,Cook County,Joe Biden,DEM,1725973,TRUE,7035,100
Illinois,Crawford County,Donald Trump,REP,7043,TRUE,6102,100
Illinois,Cumberland County,Donald Trump,REP,4601,TRUE,5850,95
Illinois,DeKalb County,Joe Biden,DEM,24643,TRUE,370746,100
Illinois,De Witt County,Donald Trump,REP,5632,TRUE,8024,95
Illinois,Douglas County,Donald Trump,REP,6227,TRUE,69106,100
Illinois,DuPage County,Joe Biden,DEM,281222,TRUE,485064,95
Illinois,Edgar County,Donald Trump,REP,6193,TRUE,8196,95
Illinois,Edwards County,Donald Trump,REP,2833,TRUE,3368,92
Illinois,Effingham County,Donald Trump,REP,15006,TRUE,31571,100
Illinois,Fayette County,Donald Trump,REP,8055,TRUE,71994,100
Illinois,Ford County,Donald Trump,REP,5048,TRUE,6967,95
Illinois,Franklin County,Donald Trump,REP,13622,TRUE,6849,100
Illinois,Fulton County,Donald Trump,REP,9867,TRUE,523779,100
Illinois,Gallatin County,Donald Trump,REP,2019,TRUE,2675,90
Illinois,Greene County,Donald Trump,REP,4770,TRUE,11244,100
Illinois,Grundy County,Donald Trump,REP,16523,TRUE,26753,99
Illinois,Hamilton County,Donald Trump,REP,3432,TRUE,5830,100
Illinois,Hancock County,Donald Trump,REP,6906,TRUE,4153,100
Illinois,Hardin County,Donald Trump,REP,1691,TRUE,2162,86
Illinois,Henderson County,Donald Trump,REP,2394,TRUE,3656,94
Illinois,Henry County,Donald Trump,REP,15300,TRUE,122998,100
Illinois,Iroquois County,Donald Trump,REP,10877,TRUE,14044,95
Illinois,Jackson County,Joe Biden,DEM,11181,TRUE,22419,100
Illinois,Jasper County,Donald Trump,REP,4494,TRUE,7644,100
Illinois,Jefferson County,Donald Trump,REP,12476,TRUE,8451,100
Illinois,Jersey County,Donald Trump,REP,8712,TRUE,11960,95
Illinois,Jo Daviess County,Donald Trump,REP,7166,TRUE,12495,95
Illinois,Johnson County,Donald Trump,REP,5059,TRUE,4100,100
Illinois,Kane County,Joe Biden,DEM,130166,TRUE,231876,99
Illinois,Kankakee County,Donald Trump,REP,28532,TRUE,50039,95
Illinois,Kendall County,Joe Biden,DEM,33168,TRUE,64205,95
Illinois,Knox County,Donald Trump,REP,12009,TRUE,23205,92
Illinois,Lake County,Joe Biden,DEM,204032,TRUE,211314,100
Illinois,LaSalle County,Donald Trump,REP,30113,TRUE,53683,95
Illinois,Lawrence County,Donald Trump,REP,4886,TRUE,6422,95
Illinois,Lee County,Donald Trump,REP,9630,TRUE,393899,100
Illinois,Livingston County,Donald Trump,REP,12208,TRUE,17174,99
Illinois,Logan County,Donald Trump,REP,9136,TRUE,13294,99
Illinois,McDonough County,Donald Trump,REP,7027,TRUE,12285,94
Illinois,McHenry County,Donald Trump,REP,82260,TRUE,164578,95
Illinois,McLean County,Joe Biden,DEM,43933,TRUE,87389,95
Illinois,Macon County,Donald Trump,REP,28589,TRUE,4663,100
Illinois,Macoupin County,Donald Trump,REP,16153,TRUE,24070,95
Illinois,Madison County,Donald Trump,REP,76031,TRUE,9380,100
Illinois,Marion County,Donald Trump,REP,12678,TRUE,204376,100
Illinois,Marshall County,Donald Trump,REP,4197,TRUE,6345,95
Illinois,Mason County,Donald Trump,REP,4654,TRUE,6766,99
Illinois,Massac County,Donald Trump,REP,4997,TRUE,6818,99
Illinois,Menard County,Donald Trump,REP,4764,TRUE,6954,95
Illinois,Mercer County,Donald Trump,REP,5418,TRUE,8914,95
Illinois,Monroe County,Donald Trump,REP,14142,TRUE,48029,100
Illinois,Montgomery County,Donald Trump,REP,9544,TRUE,3967,100
Illinois,Morgan County,Donald Trump,REP,9950,TRUE,11706,100
Illinois,Moultrie County,Donald Trump,REP,4964,TRUE,6744,95
Illinois,Ogle County,Donald Trump,REP,16248,TRUE,26340,95
Illinois,Peoria County,Joe Biden,DEM,43578,TRUE,83973,99
Illinois,Perry County,Donald Trump,REP,7313,TRUE,10071,93
Illinois,Piatt County,Donald Trump,REP,6248,TRUE,9851,95
Illinois,Pike County,Donald Trump,REP,6332,TRUE,10720,100
Illinois,Pope County,Donald Trump,REP,1722,TRUE,2175,91
Illinois,Pulaski County,Donald Trump,REP,1699,TRUE,4081,100
Illinois,Putnam County,Donald Trump,REP,1993,TRUE,36373,100
Illinois,Randolph County,Donald Trump,REP,11076,TRUE,3073,100
Illinois,Richland County,Donald Trump,REP,6089,TRUE,8063,95
Illinois,Rock Island County,Joe Biden,DEM,36691,TRUE,66817,95
Illinois,St. Clair County,Joe Biden,DEM,68325,TRUE,128104,95
Illinois,Saline County,Donald Trump,REP,8103,TRUE,11089,89
Illinois,Sangamon County,Donald Trump,REP,53485,TRUE,104751,95
Illinois,Schuyler County,Donald Trump,REP,2773,TRUE,3918,99
Illinois,Scott County,Donald Trump,REP,2114,TRUE,2741,95
Illinois,Shelby County,Donald Trump,REP,9426,TRUE,12097,99
Illinois,Stark County,Donald Trump,REP,2004,TRUE,2886,95
Illinois,Stephenson County,Donald Trump,REP,12521,TRUE,22048,99
Illinois,Tazewell County,Donald Trump,REP,42513,TRUE,69051,95
Illinois,Union County,Donald Trump,REP,6161,TRUE,6245,100
Illinois,Vermilion County,Donald Trump,REP,20725,TRUE,31642,94
Illinois,Wabash County,Donald Trump,REP,4237,TRUE,5607,94
Illinois,Warren County,Donald Trump,REP,4676,TRUE,2650,100
Illinois,Washington County,Donald Trump,REP,6115,TRUE,12327,100
Illinois,Wayne County,Donald Trump,REP,7176,TRUE,12779,100
Illinois,White County,Donald Trump,REP,5791,TRUE,14816,100
Illinois,Whiteside County,Donald Trump,REP,14527,TRUE,27375,95
Illinois,Will County,Joe Biden,DEM,183915,TRUE,346266,99
Illinois,Williamson County,Donald Trump,REP,22801,TRUE,33729,95
Illinois,Winnebago County,Joe Biden,DEM,64056,TRUE,127710,95
Illinois,Woodford County,Donald Trump,REP,14799,TRUE,21498,95
Illinois,Cook Suburbs,Joe Biden,DEM,781238,TRUE,1176658,95
Indiana,Adams County,Donald Trump,REP,10686,TRUE,2586,100
Indiana,Allen County,Donald Trump,REP,92083,TRUE,169082,100
Indiana,Bartholomew County,Donald Trump,REP,22410,TRUE,36235,100
Indiana,Benton County,Donald Trump,REP,3007,TRUE,4114,100
Indiana,Blackford County,Donald Trump,REP,3841,TRUE,5350,100
Indiana,Boone County,Donald Trump,REP,22351,TRUE,24979,95
Indiana,Brown County,Donald Trump,REP,5777,TRUE,2525,95
Indiana,Carroll County,Donald Trump,REP,7086,TRUE,54472,100
Indiana,Cass County,Donald Trump,REP,10552,TRUE,5326,95
Indiana,Clark County,Donald Trump,REP,33668,TRUE,311,100
Indiana,Clay County,Donald Trump,REP,9499,TRUE,124405,100
Indiana,Clinton County,Donald Trump,REP,9334,TRUE,19214,95
Indiana,Crawford County,Donald Trump,REP,3483,TRUE,6102,100
Indiana,Daviess County,Donald Trump,REP,9576,TRUE,11954,100
Indiana,Dearborn County,Donald Trump,REP,19528,TRUE,25383,100
Indiana,Decatur County,Donald Trump,REP,9575,TRUE,11625,100
Indiana,DeKalb County,Donald Trump,REP,14237,TRUE,370746,100
Indiana,Delaware County,Donald Trump,REP,26827,TRUE,48191,100
Indiana,Dubois County,Donald Trump,REP,15033,TRUE,21770,100
Indiana,Elkhart County,Donald Trump,REP,46972,TRUE,74387,100
Indiana,Fayette County,Donald Trump,REP,7755,TRUE,71994,100
Indiana,Floyd County,Donald Trump,REP,23400,TRUE,41341,100
