State,County,Candidate,party,total_votes_candidate,won,total_votes_county,percent
New Mexico,Torrance County,Donald Trump,REP,4772,TRUE,7281,100
New Mexico,Union County,Donald Trump,REP,1388,TRUE,6245,100
New Mexico,Valencia County,Donald Trump,REP,17364,TRUE,32277,100
New York,Albany County,Joe Biden,DEM,99474,TRUE,153586,100
New York,Allegany County,Donald Trump,REP,14135,TRUE,30641,100
New York,Bronx County,Joe Biden,DEM,355374,TRUE,425883,100
New York,Broome County,Joe Biden,DEM,47010,TRUE,92794,100
New York,Cattaraugus County,Donald Trump,REP,22155,TRUE,34760,100
New York,Cayuga County,Donald Trump,REP,19512,TRUE,36421,100
New York,Chautauqua County,Donald Trump,REP,34853,TRUE,1634,92
New York,Chemung County,Donald Trump,REP,21922,TRUE,39410,100
New York,Chenango County,Donald Trump,REP,13482,TRUE,22282,100
New York,Clinton County,Joe Biden,DEM,18364,TRUE,19214,95
New York,Columbia County,Joe Biden,DEM,20386,TRUE,33042,100
New York,Cortland County,Donald Trump,REP,10789,TRUE,21678,100
New York,Delaware County,Donald Trump,REP,13387,TRUE,48191,100
New York,Dutchess County,Joe Biden,DEM,81443,TRUE,150745,100
New York,Erie County,Joe Biden,DEM,267174,TRUE,473021,100
New York,Essex County,Joe Biden,DEM,9947,TRUE,345311,100
New York,Franklin County,Donald Trump,REP,9668,TRUE,6849,100
New York,Fulton County,Donald Trump,REP,15378,TRUE,523779,100
New York,Genesee County,Donald Trump,REP,18876,TRUE,221360,100
New York,Greene County,Donald Trump,REP,14271,TRUE,11244,100
New York,Hamilton County,Donald Trump,REP,2225,TRUE,5830,100
New York,Herkimer County,Donald Trump,REP,18870,TRUE,29319,100
New York,Jefferson County,Donald Trump,REP,25629,TRUE,8451,100
New York,Kings County,Joe Biden,DEM,703310,TRUE,913690,100
New York,Lewis County,Donald Trump,REP,8894,TRUE,1870,100
New York,Livingston County,Donald Trump,REP,18182,TRUE,17174,99
New York,Madison County,Donald Trump,REP,18408,TRUE,9380,100
New York,Monroe County,Joe Biden,DEM,225746,TRUE,48029,100
New York,Montgomery County,Donald Trump,REP,12745,TRUE,3967,100
New York,Nassau County,Joe Biden,DEM,396504,TRUE,58811,100
New York,New York County,Joe Biden,DEM,603040,TRUE,695263,100
New York,Niagara County,Donald Trump,REP,56068,TRUE,104123,100
New York,Oneida County,Donald Trump,REP,57180,TRUE,2451,100
New York,Onondaga County,Joe Biden,DEM,138894,TRUE,234735,100
New York,Ontario County,Donald Trump,REP,29039,TRUE,59674,100
New York,Orange County,Donald Trump,REP,84996,TRUE,647403,100
New York,Orleans County,Donald Trump,REP,12126,TRUE,18154,100
New York,Oswego County,Donald Trump,REP,32138,TRUE,54491,100
New York,Otsego County,Donald Trump,REP,14382,TRUE,14757,100
New York,Putnam County,Donald Trump,REP,29283,TRUE,36373,100
New York,Queens County,Joe Biden,DEM,569038,TRUE,788262,100
New York,Rensselaer County,Joe Biden,DEM,40969,TRUE,79286,100
New York,Richmond County,Donald Trump,REP,123320,TRUE,87009,100
New York,Rockland County,Joe Biden,DEM,75802,TRUE,150369,100
New York,St. Lawrence County,Donald Trump,REP,24608,TRUE,44800,100
New York,Saratoga County,Joe Biden,DEM,68471,TRUE,132655,100
New York,Schenectady County,Joe Biden,DEM,42465,TRUE,74862,100
New York,Schoharie County,Donald Trump,REP,9903,TRUE,15685,100
New York,Schuyler County,Donald Trump,REP,5621,TRUE,3918,99
New York,Seneca County,Donald Trump,REP,8329,TRUE,15608,100
New York,Steuben County,Donald Trump,REP,29474,TRUE,16162,100
New York,Suffolk County,Donald Trump,REP,381253,TRUE,771541,100
New York,Sullivan County,Donald Trump,REP,18665,TRUE,8994,100
New York,Tioga County,Donald Trump,REP,14791,TRUE,25036,100
New York,Tompkins County,Joe Biden,DEM,33619,TRUE,45735,100
New York,Ulster County,Joe Biden,DEM,57970,TRUE,97420,100
New York,Warren County,Donald Trump,REP,17699,TRUE,2650,100
New York,Washington County,Donald Trump,REP,15941,TRUE,12327,100
New York,Wayne County,Donald Trump,REP,26204,TRUE,12779,100
New York,Westchester County,Joe Biden,DEM,312371,TRUE,462265,100
New York,Wyoming County,Donald Trump,REP,13898,TRUE,19399,100
New York,Yates County,Donald Trump,REP,6208,TRUE,10701,100
North Carolina,Alamance County,Donald Trump,REP,46056,TRUE,86091,100
North Carolina,Alexander County,Donald Trump,REP,15888,TRUE,2618,87
North Carolina,Alleghany County,Donald Trump,REP,4527,TRUE,6076,100
North Carolina,Anson County,Joe Biden,DEM,5789,TRUE,11194,100
North Carolina,Ashe County,Donald Trump,REP,11451,TRUE,15814,100
North Carolina,Avery County,Donald Trump,REP,7172,TRUE,9458,100
North Carolina,Beaufort County,Donald Trump,REP,16437,TRUE,26315,100
North Carolina,Bertie County,Joe Biden,DEM,5939,TRUE,9815,100
North Carolina,Bladen County,Donald Trump,REP,9676,TRUE,17125,100
North Carolina,Brunswick County,Donald Trump,REP,55850,TRUE,90175,100
North Carolina,Buncombe County,Joe Biden,DEM,96515,TRUE,161569,100
North Carolina,Burke County,Donald Trump,REP,31019,TRUE,10683,100
North Carolina,Cabarrus County,Donald Trump,REP,63237,TRUE,117227,100
North Carolina,Caldwell County,Donald Trump,REP,32119,TRUE,6434,100
North Carolina,Camden County,Donald Trump,REP,4312,TRUE,23686,100
North Carolina,Carteret County,Donald Trump,REP,30028,TRUE,42695,100
North Carolina,Caswell County,Donald Trump,REP,7089,TRUE,12051,100
North Carolina,Catawba County,Donald Trump,REP,56588,TRUE,83425,100
North Carolina,Chatham County,Joe Biden,DEM,26787,TRUE,133408,100
North Carolina,Cherokee County,Donald Trump,REP,12628,TRUE,144815,100
North Carolina,Chowan County,Donald Trump,REP,4471,TRUE,7784,100
North Carolina,Clay County,Donald Trump,REP,5112,TRUE,124405,100
North Carolina,Cleveland County,Donald Trump,REP,33798,TRUE,51308,100
North Carolina,Columbus County,Donald Trump,REP,16832,TRUE,26446,100
North Carolina,Craven County,Donald Trump,REP,31032,TRUE,53065,100
North Carolina,Cumberland County,Joe Biden,DEM,84469,TRUE,5850,95
North Carolina,Currituck County,Donald Trump,REP,11657,TRUE,16147,100
North Carolina,Dare County,Donald Trump,REP,13938,TRUE,24232,100
North Carolina,Davidson County,Donald Trump,REP,64658,TRUE,88514,100
North Carolina,Davie County,Donald Trump,REP,18228,TRUE,25311,100
North Carolina,Duplin County,Donald Trump,REP,13793,TRUE,22715,100
North Carolina,Durham County,Joe Biden,DEM,144688,TRUE,179914,100
North Carolina,Edgecombe County,Joe Biden,DEM,16089,TRUE,25477,100
North Carolina,Forsyth County,Joe Biden,DEM,113033,TRUE,129311,100
North Carolina,Franklin County,Donald Trump,REP,20901,TRUE,6849,100
North Carolina,Gaston County,Donald Trump,REP,73033,TRUE,115498,100
North Carolina,Gates County,Donald Trump,REP,3367,TRUE,5971,100
North Carolina,Graham County,Donald Trump,REP,3710,TRUE,1302,85
North Carolina,Granville County,Donald Trump,REP,16647,TRUE,31598,100
North Carolina,Greene County,Donald Trump,REP,4874,TRUE,11244,100
North Carolina,Guilford County,Joe Biden,DEM,173086,TRUE,284486,100
North Carolina,Halifax County,Joe Biden,DEM,15545,TRUE,25759,100
North Carolina,Harnett County,Donald Trump,REP,35177,TRUE,58293,100
North Carolina,Haywood County,Donald Trump,REP,22834,TRUE,36542,100
North Carolina,Henderson County,Donald Trump,REP,40032,TRUE,3656,94
North Carolina,Hertford County,Joe Biden,DEM,7097,TRUE,10634,100
North Carolina,Hoke County,Joe Biden,DEM,11804,TRUE,21639,100
North Carolina,Hyde County,Donald Trump,REP,1418,TRUE,2492,100
North Carolina,Iredell County,Donald Trump,REP,67010,TRUE,102371,100
North Carolina,Jackson County,Donald Trump,REP,11356,TRUE,22419,100
North Carolina,Johnston County,Donald Trump,REP,68353,TRUE,111357,100
North Carolina,Jones County,Donald Trump,REP,3280,TRUE,14934,100
North Carolina,Lee County,Donald Trump,REP,16469,TRUE,393899,100
North Carolina,Lenoir County,Donald Trump,REP,14590,TRUE,28409,100
North Carolina,Lincoln County,Donald Trump,REP,36341,TRUE,4641,100
North Carolina,McDowell County,Donald Trump,REP,16883,TRUE,23003,100
North Carolina,Macon County,Donald Trump,REP,14211,TRUE,4663,100
North Carolina,Madison County,Donald Trump,REP,7979,TRUE,9380,100
North Carolina,Martin County,Donald Trump,REP,6532,TRUE,98726,100
North Carolina,Mecklenburg County,Joe Biden,DEM,378107,TRUE,567053,100
North Carolina,Mitchell County,Donald Trump,REP,7090,TRUE,8962,100
North Carolina,Montgomery County,Donald Trump,REP,8411,TRUE,3967,100
North Carolina,Moore County,Donald Trump,REP,36764,TRUE,58339,100
North Carolina,Nash County,Joe Biden,DEM,25947,TRUE,52271,100
North Carolina,New Hanover County,Joe Biden,DEM,66138,TRUE,131830,100
North Carolina,Northampton County,Joe Biden,DEM,6069,TRUE,10109,100
North Carolina,Onslow County,Donald Trump,REP,46078,TRUE,72235,100
North Carolina,Orange County,Joe Biden,DEM,63594,TRUE,647403,100
North Carolina,Pamlico County,Donald Trump,REP,4849,TRUE,7631,100
North Carolina,Pasquotank County,Joe Biden,DEM,9832,TRUE,19897,100
North Carolina,Pender County,Donald Trump,REP,21956,TRUE,34169,100
North Carolina,Perquimans County,Donald Trump,REP,4903,TRUE,7484,100
North Carolina,Person County,Donald Trump,REP,13184,TRUE,21894,100
North Carolina,Pitt County,Joe Biden,DEM,47252,TRUE,87573,100
North Carolina,Polk County,Donald Trump,REP,7689,TRUE,343256,100
North Carolina,Randolph County,Donald Trump,REP,56894,TRUE,3073,100
North Carolina,Richmond County,Donald Trump,REP,11830,TRUE,87009,100
North Carolina,Robeson County,Donald Trump,REP,27806,TRUE,47188,100
North Carolina,Rockingham County,Donald Trump,REP,31301,TRUE,47809,100
North Carolina,Rowan County,Donald Trump,REP,49297,TRUE,10065,100
North Carolina,Rutherford County,Donald Trump,REP,24891,TRUE,34429,100
North Carolina,Sampson County,Donald Trump,REP,17411,TRUE,28618,100
North Carolina,Scotland County,Donald Trump,REP,7473,TRUE,1984,100
North Carolina,Stanly County,Donald Trump,REP,25458,TRUE,33939,100
North Carolina,Stokes County,Donald Trump,REP,20142,TRUE,25701,100
North Carolina,Surry County,Donald Trump,REP,27538,TRUE,36638,100
North Carolina,Swain County,Donald Trump,REP,4161,TRUE,7068,100
North Carolina,Transylvania County,Donald Trump,REP,11636,TRUE,20404,100
North Carolina,Tyrrell County,Donald Trump,REP,1044,TRUE,1817,100
North Carolina,Union County,Donald Trump,REP,80382,TRUE,6245,100
North Carolina,Vance County,Joe Biden,DEM,12431,TRUE,20999,100
North Carolina,Wake County,Joe Biden,DEM,393336,TRUE,631830,100
North Carolina,Warren County,Joe Biden,DEM,6400,TRUE,2650,100
North Carolina,Washington County,Joe Biden,DEM,3396,TRUE,12327,100
North Carolina,Watauga County,Joe Biden,DEM,17122,TRUE,32220,100
North Carolina,Wayne County,Donald Trump,REP,30709,TRUE,12779,100
North Carolina,Wilkes County,Donald Trump,REP,27592,TRUE,5030,100
North Carolina,Wilson County,Joe Biden,DEM,20754,TRUE,3899,95
North Carolina,Yadkin County,Donald Trump,REP,15933,TRUE,19923,100
North Carolina,Yancey County,Donald Trump,REP,7516,TRUE,11352,100
North Dakota,Adams County,Donald Trump,REP,981,TRUE,2586,100
North Dakota,Barnes County,Donald Trump,REP,3568,TRUE,5565,100
North Dakota,Benson County,Donald Trump,REP,1094,TRUE,1961,100
North Dakota,Billings County,Donald Trump,REP,541,TRUE,635,100
North Dakota,Bottineau County,Donald Trump,REP,2575,TRUE,3471,100
North Dakota,Bowman County,Donald Trump,REP,1395,TRUE,1657,100
North Dakota,Burke County,Donald Trump,REP,994,TRUE,10683,100
North Dakota,Burleigh County,Donald Trump,REP,34744,TRUE,50753,100
North Dakota,Cass County,Donald Trump,REP,42619,TRUE,5326,95
North Dakota,Cavalier County,Donald Trump,REP,1499,TRUE,2020,100
North Dakota,Dickey County,Donald Trump,REP,1742,TRUE,2424,100
North Dakota,Divide County,Donald Trump,REP,904,TRUE,1202,100
North Dakota,Dunn County,Donald Trump,REP,1951,TRUE,2338,100
North Dakota,Eddy County,Donald Trump,REP,854,TRUE,23222,100
North Dakota,Emmons County,Donald Trump,REP,1738,TRUE,2009,100
North Dakota,Foster County,Donald Trump,REP,1362,TRUE,1778,100
North Dakota,Golden Valley County,Donald Trump,REP,871,TRUE,503,100
North Dakota,Grand Forks County,Donald Trump,REP,16987,TRUE,30970,100
North Dakota,Grant County,Donald Trump,REP,1145,TRUE,27159,100
North Dakota,Griggs County,Donald Trump,REP,907,TRUE,1250,100
North Dakota,Hettinger County,Donald Trump,REP,1091,TRUE,1312,100
North Dakota,Kidder County,Donald Trump,REP,1215,TRUE,1460,100
North Dakota,LaMoure County,Donald Trump,REP,1645,TRUE,2219,100
North Dakota,Logan County,Donald Trump,REP,930,TRUE,13294,99
North Dakota,McHenry County,Donald Trump,REP,2364,TRUE,164578,95
North Dakota,McIntosh County,Donald Trump,REP,1153,TRUE,6696,100
North Dakota,McKenzie County,Donald Trump,REP,4482,TRUE,5419,100
North Dakota,McLean County,Donald Trump,REP,4198,TRUE,87389,95
North Dakota,Mercer County,Donald Trump,REP,3856,TRUE,8914,95
North Dakota,Morton County,Donald Trump,REP,12243,TRUE,1163,84
North Dakota,Mountrail County,Donald Trump,REP,2824,TRUE,4165,100
North Dakota,Nelson County,Donald Trump,REP,1141,TRUE,23256,100
North Dakota,Oliver County,Donald Trump,REP,918,TRUE,1066,100
North Dakota,Pembina County,Donald Trump,REP,2460,TRUE,3331,100
North Dakota,Pierce County,Donald Trump,REP,1585,TRUE,9047,100
North Dakota,Ramsey County,Donald Trump,REP,3577,TRUE,295977,92
North Dakota,Ransom County,Donald Trump,REP,1418,TRUE,2454,100
North Dakota,Renville County,Donald Trump,REP,1065,TRUE,8128,99
North Dakota,Richland County,Donald Trump,REP,5072,TRUE,8063,95
North Dakota,Rolette County,Joe Biden,DEM,2482,TRUE,3804,100
North Dakota,Sargent County,Donald Trump,REP,1266,TRUE,2070,100
North Dakota,Sheridan County,Donald Trump,REP,688,TRUE,1397,94
North Dakota,Sioux County,Joe Biden,DEM,804,TRUE,19051,100
North Dakota,Slope County,Donald Trump,REP,380,TRUE,427,100
North Dakota,Stark County,Donald Trump,REP,12110,TRUE,2886,95
North Dakota,Steele County,Donald Trump,REP,652,TRUE,21128,95
North Dakota,Stutsman County,Donald Trump,REP,6994,TRUE,9959,100
North Dakota,Towner County,Donald Trump,REP,830,TRUE,1174,100
North Dakota,Traill County,Donald Trump,REP,2522,TRUE,4136,100
North Dakota,Walsh County,Donald Trump,REP,3324,TRUE,4783,100
North Dakota,Ward County,Donald Trump,REP,19974,TRUE,28246,100
North Dakota,Wells County,Donald Trump,REP,1893,TRUE,14050,100
North Dakota,Williams County,Donald Trump,REP,11739,TRUE,14334,100
Ohio,Adams County,Donald Trump,REP,9870,TRUE,2586,100
Ohio,Allen County,Donald Trump,REP,33116,TRUE,169082,100
Ohio,Ashland County,Donald Trump,REP,19407,TRUE,26405,100
Ohio,Ashtabula County,Donald Trump,REP,26890,TRUE,44147,100
Ohio,Athens County,Joe Biden,DEM,14772,TRUE,26059,100
Ohio,Auglaize County,Donald Trump,REP,20798,TRUE,25777,100
Ohio,Belmont County,Donald Trump,REP,23560,TRUE,33088,100
Ohio,Brown County,Donald Trump,REP,16480,TRUE,2525,95
Ohio,Butler County,Donald Trump,REP,114392,TRUE,8098,100
Ohio,Carroll County,Donald Trump,REP,10745,TRUE,54472,100
Ohio,Champaign County,Donald Trump,REP,14589,TRUE,95568,94
Ohio,Clark County,Donald Trump,REP,39032,TRUE,311,100
Ohio,Clermont County,Donald Trump,REP,74570,TRUE,110480,100
Ohio,Clinton County,Donald Trump,REP,15488,TRUE,19214,95
Ohio,Columbiana County,Donald Trump,REP,35726,TRUE,49860,100
Ohio,Coshocton County,Donald Trump,REP,12325,TRUE,16739,100
Ohio,Crawford County,Donald Trump,REP,15436,TRUE,6102,100
Ohio,Cuyahoga County,Joe Biden,DEM,416176,TRUE,625670,100
Ohio,Darke County,Donald Trump,REP,22004,TRUE,27134,100
Ohio,Defiance County,Donald Trump,REP,13038,TRUE,19381,100
Ohio,Delaware County,Donald Trump,REP,66356,TRUE,48191,100
Ohio,Erie County,Donald Trump,REP,22160,TRUE,473021,100
Ohio,Fairfield County,Donald Trump,REP,50797,TRUE,83311,100
Ohio,Fayette County,Donald Trump,REP,9473,TRUE,71994,100
Ohio,Franklin County,Joe Biden,DEM,409144,TRUE,6849,100
Ohio,Fulton County,Donald Trump,REP,15731,TRUE,523779,100
Ohio,Gallia County,Donald Trump,REP,10645,TRUE,13799,100
Ohio,Geauga County,Donald Trump,REP,34143,TRUE,56021,100
Ohio,Greene County,Donald Trump,REP,52072,TRUE,11244,100
Ohio,Guernsey County,Donald Trump,REP,13407,TRUE,18230,100
Ohio,Hamilton County,Joe Biden,DEM,246266,TRUE,5830,100
Ohio,Hancock County,Donald Trump,REP,26310,TRUE,4153,100
Ohio,Hardin County,Donald Trump,REP,9949,TRUE,2162,86
Ohio,Harrison County,Donald Trump,REP,5792,TRUE,20236,100
Ohio,Henry County,Donald Trump,REP,10479,TRUE,122998,100
Ohio,Highland County,Donald Trump,REP,15678,TRUE,19676,100
Ohio,Hocking County,Donald Trump,REP,9737,TRUE,13824,100
Ohio,Holmes County,Donald Trump,REP,10796,TRUE,9068,100
Ohio,Huron County,Donald Trump,REP,18956,TRUE,18437,100
Ohio,Jackson County,Donald Trump,REP,11309,TRUE,22419,100
Ohio,Jefferson County,Donald Trump,REP,22828,TRUE,8451,100
Ohio,Knox County,Donald Trump,REP,22340,TRUE,23205,92
Ohio,Lake County,Donald Trump,REP,73278,TRUE,211314,100
Ohio,Lawrence County,Donald Trump,REP,20306,TRUE,6422,95
Ohio,Licking County,Donald Trump,REP,59514,TRUE,94210,100
Ohio,Logan County,Donald Trump,REP,17964,TRUE,13294,99
Ohio,Lorain County,Donald Trump,REP,79520,TRUE,157437,100
Ohio,Lucas County,Joe Biden,DEM,115411,TRUE,4630,100
Ohio,Madison County,Donald Trump,REP,13835,TRUE,9380,100
Ohio,Mahoning County,Donald Trump,REP,59903,TRUE,118966,100
Ohio,Marion County,Donald Trump,REP,19023,TRUE,204376,100
Ohio,Medina County,Donald Trump,REP,64598,TRUE,105825,100
Ohio,Meigs County,Donald Trump,REP,8316,TRUE,10951,100
Ohio,Mercer County,Donald Trump,REP,19452,TRUE,8914,95
Ohio,Miami County,Donald Trump,REP,41371,TRUE,14473,100
Ohio,Monroe County,Donald Trump,REP,5463,TRUE,48029,100
Ohio,Montgomery County,Joe Biden,DEM,135064,TRUE,3967,100
Ohio,Morgan County,Donald Trump,REP,5041,TRUE,11706,100
Ohio,Morrow County,Donald Trump,REP,14077,TRUE,18457,100
Ohio,Muskingum County,Donald Trump,REP,27867,TRUE,40465,100
Ohio,Noble County,Donald Trump,REP,5135,TRUE,19190,100
Ohio,Ottawa County,Donald Trump,REP,14628,TRUE,3159,95
Ohio,Paulding County,Donald Trump,REP,7086,TRUE,85372,100
Ohio,Perry County,Donald Trump,REP,12357,TRUE,10071,93
Ohio,Pickaway County,Donald Trump,REP,20593,TRUE,28271,100
Ohio,Pike County,Donald Trump,REP,9157,TRUE,10720,100
Ohio,Portage County,Donald Trump,REP,45990,TRUE,82872,100
Ohio,Preble County,Donald Trump,REP,17022,TRUE,21809,100
Ohio,Putnam County,Donald Trump,REP,16412,TRUE,36373,100
Ohio,Richland County,Donald Trump,REP,41472,TRUE,8063,95
Ohio,Ross County,Donald Trump,REP,22278,TRUE,33299,100
Ohio,Sandusky County,Donald Trump,REP,18896,TRUE,30074,100
Ohio,Scioto County,Donald Trump,REP,22609,TRUE,32047,100
Ohio,Seneca County,Donald Trump,REP,17086,TRUE,15608,100
Ohio,Shelby County,Donald Trump,REP,20422,TRUE,12097,99
Ohio,Stark County,Donald Trump,REP,111097,TRUE,2886,95
Ohio,Summit County,Joe Biden,DEM,151668,TRUE,280473,100
Ohio,Trumbull County,Donald Trump,REP,55194,TRUE,101001,100
Ohio,Tuscarawas County,Donald Trump,REP,30458,TRUE,44015,100
Ohio,Union County,Donald Trump,REP,21669,TRUE,6245,100
Ohio,Van Wert County,Donald Trump,REP,11650,TRUE,14965,100
Ohio,Vinton County,Donald Trump,REP,4632,TRUE,6030,100
Ohio,Warren County,Donald Trump,REP,87988,TRUE,2650,100
Ohio,Washington County,Donald Trump,REP,22307,TRUE,12327,100
Ohio,Wayne County,Donald Trump,REP,36759,TRUE,12779,100
Ohio,Williams County,Donald Trump,REP,13452,TRUE,14334,100
Ohio,Wood County,Donald Trump,REP,35757,TRUE,67597,100
Ohio,Wyandot County,Donald Trump,REP,8462,TRUE,11390,100
Oklahoma,Adair County,Donald Trump,REP,5585,TRUE,4177,100
Oklahoma,Alfalfa County,Donald Trump,REP,1978,TRUE,2262,100
Oklahoma,Atoka County,Donald Trump,REP,4557,TRUE,5389,100
Oklahoma,Beaver County,Donald Trump,REP,1968,TRUE,2178,100
Oklahoma,Beckham County,Donald Trump,REP,6767,TRUE,7948,100
Oklahoma,Blaine County,Donald Trump,REP,3136,TRUE,13289,100
Oklahoma,Bryan County,Donald Trump,REP,12344,TRUE,21335,100
Oklahoma,Caddo County,Donald Trump,REP,7013,TRUE,9859,100
Oklahoma,Canadian County,Donald Trump,REP,43550,TRUE,61940,100
Oklahoma,Carter County,Donald Trump,REP,14699,TRUE,11586,100
Oklahoma,Cherokee County,Donald Trump,REP,11223,TRUE,144815,100
Oklahoma,Choctaw County,Donald Trump,REP,4698,TRUE,4225,100
Oklahoma,Cimarron County,Donald Trump,REP,970,TRUE,1054,100
Oklahoma,Cleveland County,Donald Trump,REP,66677,TRUE,51308,100
Oklahoma,Coal County,Donald Trump,REP,2091,TRUE,2524,100
Oklahoma,Comanche County,Donald Trump,REP,20905,TRUE,904,90
Oklahoma,Cotton County,Donald Trump,REP,2117,TRUE,2572,100
Oklahoma,Craig County,Donald Trump,REP,4686,TRUE,6032,100
Oklahoma,Creek County,Donald Trump,REP,23294,TRUE,30505,100
Oklahoma,Custer County,Donald Trump,REP,8060,TRUE,2739,100
Oklahoma,Delaware County,Donald Trump,REP,13557,TRUE,48191,100
Oklahoma,Dewey County,Donald Trump,REP,2124,TRUE,2359,100
Oklahoma,Ellis County,Donald Trump,REP,1688,TRUE,13501,99
Oklahoma,Garfield County,Donald Trump,REP,16970,TRUE,813,100
Oklahoma,Garvin County,Donald Trump,REP,8878,TRUE,10922,100
Oklahoma,Grady County,Donald Trump,REP,18538,TRUE,10707,100
Oklahoma,Grant County,Donald Trump,REP,1916,TRUE,27159,100
Oklahoma,Greer County,Donald Trump,REP,1605,TRUE,1973,100
Oklahoma,Harmon County,Donald Trump,REP,747,TRUE,933,100
Oklahoma,Harper County,Donald Trump,REP,1327,TRUE,2626,94
Oklahoma,Haskell County,Donald Trump,REP,4165,TRUE,1383,91
Oklahoma,Hughes County,Donald Trump,REP,3875,TRUE,4857,100
Oklahoma,Jackson County,Donald Trump,REP,6392,TRUE,22419,100
Oklahoma,Jefferson County,Donald Trump,REP,2026,TRUE,8451,100
Oklahoma,Johnston County,Donald Trump,REP,3441,TRUE,111357,100
Oklahoma,Kay County,Donald Trump,REP,12834,TRUE,17249,100
Oklahoma,Kingfisher County,Donald Trump,REP,5521,TRUE,6465,100
Oklahoma,Kiowa County,Donald Trump,REP,2673,TRUE,1139,88
Oklahoma,Latimer County,Donald Trump,REP,3437,TRUE,4249,100
Oklahoma,Le Flore County,Donald Trump,REP,15213,TRUE,18805,100
Oklahoma,Lincoln County,Donald Trump,REP,12013,TRUE,4641,100
Oklahoma,Logan County,Donald Trump,REP,15608,TRUE,13294,99
Oklahoma,Love County,Donald Trump,REP,3305,TRUE,4076,100
Oklahoma,McClain County,Donald Trump,REP,15295,TRUE,19236,100
Oklahoma,McCurtain County,Donald Trump,REP,9485,TRUE,11467,100
Oklahoma,McIntosh County,Donald Trump,REP,6172,TRUE,6696,100
Oklahoma,Major County,Donald Trump,REP,3084,TRUE,3467,100
Oklahoma,Marshall County,Donald Trump,REP,4891,TRUE,6345,95
Oklahoma,Mayes County,Donald Trump,REP,12749,TRUE,16626,100
Oklahoma,Murray County,Donald Trump,REP,4612,TRUE,15389,100
Oklahoma,Muskogee County,Donald Trump,REP,16526,TRUE,25081,100
Oklahoma,Noble County,Donald Trump,REP,3821,TRUE,19190,100
Oklahoma,Nowata County,Donald Trump,REP,3610,TRUE,4391,100
Oklahoma,Okfuskee County,Donald Trump,REP,3058,TRUE,4038,100
Oklahoma,Oklahoma County,Donald Trump,REP,145050,TRUE,294740,100
Oklahoma,Okmulgee County,Donald Trump,REP,9668,TRUE,14313,100
Oklahoma,Osage County,Donald Trump,REP,14121,TRUE,7893,99
Oklahoma,Ottawa County,Donald Trump,REP,8545,TRUE,3159,95
Oklahoma,Pawnee County,Donald Trump,REP,5267,TRUE,2712,94
Oklahoma,Payne County,Donald Trump,REP,17813,TRUE,29643,100
Oklahoma,Pittsburg County,Donald Trump,REP,13851,TRUE,17924,100
Oklahoma,Pontotoc County,Donald Trump,REP,10805,TRUE,14377,100
Oklahoma,Pottawatomie County,Donald Trump,REP,20240,TRUE,12815,69
Oklahoma,Pushmataha County,Donald Trump,REP,4016,TRUE,4739,100
Oklahoma,Roger Mills County,Donald Trump,REP,1629,TRUE,1834,100
Oklahoma,Rogers County,Donald Trump,REP,34031,TRUE,44553,100
Oklahoma,Seminole County,Donald Trump,REP,6011,TRUE,260815,100
Oklahoma,Sequoyah County,Donald Trump,REP,12113,TRUE,15386,100
Oklahoma,Stephens County,Donald Trump,REP,15560,TRUE,11885,100
Oklahoma,Texas County,Donald Trump,REP,4505,TRUE,11315,95
Oklahoma,Tillman County,Donald Trump,REP,2076,TRUE,2708,100
Oklahoma,Tulsa County,Donald Trump,REP,150574,TRUE,266678,100
Oklahoma,Wagoner County,Donald Trump,REP,26165,TRUE,35338,100
Oklahoma,Washington County,Donald Trump,REP,17076,TRUE,12327,100
Oklahoma,Washita County,Donald Trump,REP,4086,TRUE,4777,100
Oklahoma,Woods County,Donald Trump,REP,2993,TRUE,3678,100
Oklahoma,Woodward County,Donald Trump,REP,6611,TRUE,7785,100
Oregon,Baker County,Donald Trump,REP,7352,TRUE,14059,100
Oregon,Benton County,Joe Biden,DEM,35827,TRUE,4114,100
Oregon,Clackamas County,Joe Biden,DEM,139043,TRUE,257679,100
Oregon,Clatsop County,Joe Biden,DEM,12916,TRUE,23910,100
Oregon,Columbia County,Donald Trump,REP,17150,TRUE,33042,100
Oregon,Coos County,Donald Trump,REP,21829,TRUE,37075,100
Oregon,Crook County,Donald Trump,REP,11287,TRUE,15448,100
Oregon,Curry County,Donald Trump,REP,8484,TRUE,15101,100
Oregon,Deschutes County,Joe Biden,DEM,65962,TRUE,125234,100
Oregon,Douglas County,Donald Trump,REP,43298,TRUE,69106,100
Oregon,Gilliam County,Donald Trump,REP,834,TRUE,1178,100
Oregon,Grant County,Donald Trump,REP,3545,TRUE,27159,100
Oregon,Harney County,Donald Trump,REP,3475,TRUE,4481,100
Oregon,Hood River County,Joe Biden,DEM,8764,TRUE,13090,100
Oregon,Jackson County,Donald Trump,REP,63869,TRUE,22419,100
Oregon,Jefferson County,Donald Trump,REP,7189,TRUE,8451,100
Oregon,Josephine County,Donald Trump,REP,31751,TRUE,51641,100
Oregon,Klamath County,Donald Trump,REP,25308,TRUE,36726,100
Oregon,Lake County,Donald Trump,REP,3470,TRUE,211314,100
Oregon,Lane County,Joe Biden,DEM,134366,TRUE,888,88
Oregon,Lincoln County,Joe Biden,DEM,17385,TRUE,4641,100
